date, pm25, pm10, o3, no2, so2, co
2016/5/10, 61, 40, , 46, , 13
2016/5/11, 64, 35, , 34, , 13
2016/5/12, 62, 37, , 38, , 14
2016/5/13, 65, 27, , 29, , 14
2016/5/14, 58, 24, , 17, , 11
2016/5/15, 40, 26, , 26, , 11
2016/5/16, 46, 25, , 34, , 12
2016/5/17, 49, 38, , 39, , 13
2016/5/18, 63, 36, , 39, , 14
2016/5/19, 69, 58, , 59, , 14
2016/5/20, 81, 54, 31, 36, 1, 13
2016/5/21, 77, 37, , 33, , 15
2016/5/22, 70, 37, , 28, , 14
2016/5/23, 66, 36, , 25, , 13
2016/5/24, 45, 49, , 37, , 15
2016/5/25, 63, 34, , 20, , 14
2016/5/26, 69, 40, , 27, , 14
2016/5/27, 80, 24, , 22, , 14
2016/5/28, 52, 26, , 21, , 14
2016/5/29, 53, 30, , 21, , 14
2016/5/30, 56, 34, , 21, , 15
2016/5/31, 68, 26, , 22, , 9
2016/6/1, 59, 24, , 21, , 4
2016/6/2, 50, 30, , 30, , 5
2016/6/3, 51, 34, , 24, , 4
2016/6/4, 62, 21, , 17, , 4
2016/6/5, 33, 21, , 18, , 4
2016/6/6, 26, 42, , 41, , 6
2016/6/7, 47, 42, , 53, , 6
2016/6/8, 48, 34, , 36, , 6
2016/6/9, 52, 31, , 38, , 5
2016/6/10, 46, 21, , 24, , 5
2016/6/11, 26, 16, , 19, , 5
2016/6/12, 32, 19, , 25, , 5
2016/6/13, 31, 27, , 24, , 6
2016/6/14, 45, 36, , 39, , 7
2016/6/15, 59, 23, , 36, , 6
2016/6/16, 44, 28, , 24, , 5
2016/6/17, 42, 29, , 28, , 6
2016/6/18, 41, 28, , 33, , 7
2016/6/19, 52, 25, , 31, , 7
2016/6/20, 63, 31, , 38, , 6
2016/6/21, 56, 34, , 43, , 7
2016/6/22, 53, 34, , 35, , 7
2016/6/23, 58, 34, , 32, , 7
2016/6/24, 64, 36, , 20, , 7
2016/6/25, 68, 33, , 20, , 6
2016/6/26, 61, 25, , 31, , 6
2016/6/27, 36, 39, , 42, , 8
2016/6/28, 56, 40, , 50, , 7
2016/6/29, 66, 39, , 55, , 7
2016/6/30, 59, 32, , 45, , 6
2016/1/4, 147, 76, , 22, , 12
2016/1/5, 167, 64, , 12, , 11
2016/1/6, 161, 55, , 14, , 11
2016/1/7, 148, 53, , 19, , 11
2016/1/8, 142, 34, , 15, , 10
2016/1/9, 97, 44, , 18, , 12
2016/1/10, 124, 48, , 22, , 14
2016/1/11, 125, 48, , 16, , 13
2016/1/12, 128, 33, , 16, , 10
2016/1/13, 96, 23, , 16, , 8
2016/1/14, 74, 56, , 25, , 9
2016/1/15, 151, 36, , 21, , 5
2016/1/16, 98, 70, , 24, , 9
2016/1/17, 169, 66, , 30, , 10
2016/1/18, 164, 54, , 23, , 8
2016/1/19, 149, 63, , 22, , 9
2016/1/20, 161, 30, , 20, , 7
2016/1/21, 91, 37, , 22, , 7
2016/1/22, 101, 70, , 39, , 14
2016/1/23, 160, 69, , 26, , 12
2016/1/24, 155, 42, , 26, , 10
2016/1/25, 98, 43, , 26, , 11
2016/1/26, 105, 33, , 27, , 8
2016/1/27, 86, 22, , 21, , 6
2016/1/28, 52, 35, , 27, , 8
2016/1/29, 71, 31, , 20, , 7
2016/1/30, 62, 18, , 12, , 6
2016/1/31, 47, 27, , 24, , 7
2016/2/1, 64, 15, , 18, , 6
2016/2/2, 43, 20, , 17, , 6
2016/2/3, 43, 23, , 20, , 7
2016/2/4, 58, 36, , 22, , 7
2016/2/5, 73, 44, , 24, , 9
2016/2/6, 108, 41, , 20, , 7
2016/2/7, 86, 35, , 27, , 8
2016/2/8, 78, 37, , 27, , 8
2016/2/9, 53, 21, , 29, , 8
2016/2/10, 58, 25, , 23, , 7
2016/2/11, 66, 31, , 28, , 9
2016/2/12, 76, 35, , 23, , 7
2016/2/13, 87, 44, , 25, , 9
2016/2/14, 106, 49, , 32, , 11
2016/2/15, 116, 31, , 29, , 9
2016/2/16, 68, 29, , 19, , 7
2016/2/17, 64, 40, , 24, , 9
2016/2/18, 95, 29, , 26, , 10
2016/2/19, 78, 38, , 22, , 8
2016/2/20, 101, 19, , 19, , 7
2016/2/21, 58, 9, , 20, , 7
2016/2/22, 26, 29, , 31, , 9
2016/2/23, 70, 32, , 25, , 7
2016/2/24, 72, 41, , 36, , 10
2016/2/25, 83, 55, , 39, , 12
2016/2/26, 132, 57, , 28, , 10
2016/2/27, 136, 51, , 29, , 10
2016/2/28, 122, 45, , 20, , 8
2016/2/29, 111, 26, , 26, , 8
2016/3/1, 71, 36, , 31, , 10
2016/3/2, 92, 46, , 28, , 9
2016/3/3, 101, 35, , 23, , 8
2016/3/4, 85, 45, , 21, , 8
2016/3/5, 108, 36, , 24, , 9
2016/3/6, 92, 45, , 32, , 10
2016/3/7, 95, 48, , 39, , 11
2016/3/8, 93, 49, , 33, , 11
2016/3/9, 103, 32, , 21, , 8
2016/3/10, 69, 25, , 16, , 9
2016/3/11, 64, 33, , 16, , 9
2016/3/12, 77, 28, , 18, , 7
2016/3/13, 61, 59, , 32, , 10
2016/3/14, 110, 28, , 23, , 8
2016/3/15, 61, 49, , 33, , 10
2016/3/16, 72, 55, , 27, , 9
2016/3/17, 105, 54, , 27, , 9
2016/3/18, 85, 36, , 19, , 8
2016/3/19, 47, 38, , 14, , 8
2016/3/20, 87, 45, , 24, , 9
2016/3/21, 82, 27, , 30, , 10
2016/3/22, 65, 34, , 31, , 11
2016/3/23, 67, 51, , 34, , 12
2016/3/24, 83, 79, , 45, , 13
2016/3/25, 140, 47, , 23, , 12
2016/3/26, 126, 49, , 19, , 10
2016/3/27, 115, 42, , 18, , 9
2016/3/28, 97, 42, , 26, , 11
2016/3/29, 82, 28, , 33, , 11
2016/3/30, 61, 41, , 36, , 10
2016/3/31, 85, 28, , 30, , 9
2015/10/1, 106, 58, 20, 24, 5, 3
2015/10/2, 93, 32, 29, 24, 5, 5
2015/10/3, 79, 21, 30, 18, 4, 5
2015/10/4, 65, 40, 20, 25, 1, 5
2015/10/5, 104, 37, 12, 17, , 6
2015/10/6, 97, 11, 21, 14, 10, 3
2015/10/7, 24, 13, 12, 18, 5, 5
2015/10/8, 38, 18, 22, 20, 1, 6
2015/10/9, 50, 42, 25, 20, 4, 6
2015/10/10, 96, 19, 25, 16, 2, 7
2015/10/11, 70, 20, 20, 13, 2, 5
2015/10/12, 55, 25, 17, 17, 2, 8
2015/10/13, 83, , 16, 17, 1, 8
2015/10/14, 113, 44, 33, 18, 2, 8
2015/10/15, 112, 49, 26, 20, 2, 9
2015/10/16, 119, , 11, 18, 3, 11
2015/10/17, 93, 25, 14, 10, 1, 8
2015/10/18, 83, 26, 12, 13, 2, 9
2015/10/19, 79, 36, 8, 21, 4, 12
2015/10/20, 113, 27, 11, 8, 2, 7
2015/10/21, 84, 16, 12, 15, 2, 8
2015/10/22, 71, 15, 18, 11, 2, 8
2015/10/23, 57, 13, 16, 10, 2, 7
2015/10/24, 44, 29, 10, 10, 2, 8
2015/10/25, 88, 30, 16, 18, 1, 10
2015/10/26, 84, 50, 4, 27, 2, 16
2015/10/27, 136, 26, 20, 21, 1, 12
2015/10/28, 80, 26, 14, 19, 4, 13
2015/10/29, 77, 54, 10, 24, 4, 13
2015/10/30, 142, 54, 11, 20, 2, 14
2015/10/31, 142, 45, 24, 14, 4, 13
2015/11/1, 126, 34, 21, 20, 5, 13
2015/11/2, 87, 84, 3, 30, 2, 19
2015/11/3, 172, 56, 10, 23, 2, 16
2015/11/4, 144, 44, 4, 19, 2, 16
2015/11/5, 111, 49, 7, 19, 1, 17
2015/11/6, 133, 61, 5, 16, 2, 17
2015/11/7, 156, 26, 9, 5, 1, 8
2015/11/8, 61, 16, 13, 15, 2, 4
2015/11/9, 54, 12, 16, 9, 1, 3
2015/11/10, 45, 5, 14, 4, , 3
2015/11/11, 20, 15, 16, 9, 2, 3
2015/11/12, 54, 25, 10, 14, 4, 5
2015/11/13, 76, 14, 21, 7, 1, 3
2015/11/14, 43, 12, 22, 11, 1, 4
2015/11/15, 48, 25, 16, 14, 2, 5
2015/11/16, 78, 32, 7, 14, 2, 5
2015/11/17, 94, 8, 27, 10, 1, 4
2015/11/18, 41, , 22, 10, 2, 4
2015/11/19, 38, 14, 19, 15, 1, 5
2015/11/20, 46, 20, 11, 12, 1, 6
2015/11/21, 97, 32, 13, 12, 2, 7
2015/11/22, 99, 21, 13, 18, 2, 6
2015/11/23, 102, 31, 9, 19, 2, 7
2015/11/24, 103, 46, 12, 23, 4, 9
2015/11/25, 130, 53, 2, 23, 2, 10
2015/11/26, 156, 42, 4, 23, 3, 12
2015/11/27, 124, 38, 6, 13, 4, 10
2015/11/28, 112, 32, 17, 9, 2, 6
2015/11/29, 96, 5, 27, 9, 2, 7
2015/11/30, 27, 12, 22, 11, 2, 7
2015/12/1, 49, 20, 16, 13, 1, 2
2015/12/2, 65, 32, 12, 20, 2, 1
2015/12/3, 90, 37, 8, 18, 5, 5
2015/12/4, 94, 22, 16, 10, 2, 8
2015/12/5, 69, 17, 21, 8, 2, 8
2015/12/6, 60, 26, 17, 12, 2, 9
2015/12/7, 74, 45, 6, 23, 2, 12
2015/12/8, 107, 42, 4, 18, 1, 12
2015/12/9, 112, 36, 13, 18, 2, 10
2015/12/10, 96, 41, 10, 19, 6, 11
2015/12/11, 109, 20, 19, 11, 3, 10
2015/12/12, 68, 14, 18, 9, 5, 10
2015/12/13, 53, 19, 22, 20, 2, 11
2015/12/14, 55, 57, 6, 22, 5, 15
2015/12/15, 144, 48, 5, 15, 2, 13
2015/12/16, 133, 36, 5, 15, 3, 14
2015/12/17, 104, 30, 1, 12, 1, 10
2015/12/18, 84, 38, 11, 14, 1, 13
2015/12/19, 95, 36, 9, 12, 4, 14
2015/12/20, 98, 27, 6, 13, 5, 13
2015/12/21, 79, 16, 24, 9, 4, 4
2015/12/22, 48, 15, 17, 10, 1, 3
2015/12/23, 50, 29, 12, 13, 1, 4
2015/12/24, 83, 30, 18, 7, 3, 4
2015/12/25, 91, 12, 24, 3, 4, 3
2015/12/26, 47, 16, 21, 8, 1, 4
2015/12/27, 53, 15, 16, 12, 1, 4
2015/12/28, 49, 24, , 17, , 5
2015/12/29, 60, 35, , 24, , 7
2015/12/30, 85, , , , , 
2015/7/1, 35, , 29, 4, 3, 4
2015/7/2, 57, , 21, 13, 1, 5
2015/7/4, 60, 22, 22, 24, 1, 1
2015/7/5, 53, 26, 57, 19, 4, 2
2015/7/6, 61, , , , , 
2015/7/10, 14, , 24, 6, 1, 
2015/7/12, 27, 11, 26, 11, 1, 3
2015/7/13, 43, 14, 35, 3, 1, 2
2015/7/14, 45, 20, 35, 9, 3, 4
2015/7/15, 46, 15, 23, 11, 3, 3
2015/7/16, 39, 34, , 35, , 5
2015/7/17, 58, , 72, 16, 5, 3
2015/7/18, 51, 26, , 14, , 3
2015/7/19, 69, , 33, 4, , 1
2015/7/22, 64, , 36, 5, 1, 
2015/7/25, 41, 16, 26, 2, 1, 1
2015/7/26, 33, 14, 37, 6, 2, 1
2015/7/27, 36, 12, 31, 5, 1, 1
2015/7/28, 27, 11, 37, 5, 2, 
2015/7/29, 27, 8, 32, 3, 1, 
2015/7/30, 19, 7, , 4, , 
2015/7/31, 18, 12, 30, 3, 1, 
2015/8/1, 34, 19, 23, 3, 1, 
2015/8/2, 41, 22, 55, 14, 2, 
2015/8/3, 52, 33, 64, 5, 4, 1
2015/8/4, 58, 32, 28, 11, 2, 
2015/8/5, 63, , 49, 6, 2, 
2015/8/6, 59, , 58, 14, 6, 
2015/8/7, 71, 28, 70, 10, 4, 
2015/8/8, 59, , , , , 
2015/8/17, 41, , , , , 
2015/8/19, 37, 21, 26, 10, 1, 3
2015/8/20, 38, 33, 30, 20, , 5
2015/8/21, 48, , 24, 20, 1, 4
2015/8/23, 68, 43, 22, 17, 1, 3
2015/8/24, 85, , 26, 14, 2, 3
2015/8/25, 68, , 29, 17, , 4
2015/8/26, 48, 23, 45, 28, , 6
2015/8/27, 54, 26, 45, 15, 2, 5
2015/8/28, 64, 21, 24, 12, 1, 4
2015/8/29, 43, 14, 42, 19, 2, 6
2015/8/30, 39, 24, 59, 30, 2, 8
2015/8/31, 56, 25, 63, 26, 3, 7
2015/9/1, 64, 18, 29, 21, 3, 7
2015/9/2, 41, 23, 34, 25, 3, 7
2015/9/3, 61, 26, 26, 24, 2, 6
2015/9/4, 64, 21, 31, 12, 1, 6
2015/9/5, 54, 12, 26, 9, 2, 4
2015/9/6, 33, 3, 28, 8, 1, 6
2015/9/7, 15, 4, 19, 10, 1, 6
2015/9/8, 32, 12, 19, 17, 3, 7
2015/9/9, 35, 13, 32, 22, 1, 8
2015/9/10, 36, 15, 26, 17, , 8
2015/9/11, 49, 14, 17, 11, 1, 4
2015/9/12, 47, 21, 21, 11, , 4
2015/9/13, 66, 21, 22, 13, 2, 4
2015/9/14, 64, 28, 32, 23, 2, 5
2015/9/15, 71, 19, 22, 23, 1, 5
2015/9/16, 53, 76, 41, 21, 2, 6
2015/9/17, 68, 15, 31, 11, 1, 3
2015/9/18, 36, 21, 25, 22, 3, 2
2015/9/19, 59, 28, 24, 19, 1, 3
2015/9/20, 77, 13, 25, 11, 1, 4
2015/9/21, 44, 18, 5, 16, 1, 2
2015/9/22, 57, 25, 26, 19, 2, 4
2015/9/23, 64, 38, 29, 34, 4, 4
2015/9/24, 84, 24, 24, 22, 2, 3
2015/9/25, 71, , , 21, , 2
2015/9/27, 23, 9, 18, 19, 1, 2
2015/9/28, 26, 12, 16, 17, 2, 3
2015/9/29, 35, 14, 20, 21, 1, 3
2015/9/30, 30, 50, 24, 25, 2, 4
2015/4/2, 45, 14, 27, 7, 1, 
2015/4/3, 48, 14, 27, 5, 2, 
2015/4/4, 58, 9, 19, 6, 3, 
2015/4/5, 43, 16, 28, 4, 2, 
2015/4/6, 36, 27, 25, 19, , 
2015/4/7, 80, , , , , 1
2015/4/9, 38, , 30, 12, 4, 
2015/4/11, 97, 58, 3, 11, 3, 1
2015/4/12, 124, , 25, 7, 2, 1
2015/4/17, 62, 39, 29, 15, 17, 2
2015/4/18, 64, , 19, 10, , 5
2015/4/20, 34, 10, 27, 15, , 5
2015/4/21, 22, 45, 20, 13, 3, 5
2015/4/22, 63, , 34, 18, 6, 7
2015/4/23, 155, , 2, 12, 6, 6
2015/4/24, 49, , 24, , , 6
2015/4/29, 36, , 16, 27, , 3
2015/5/2, 52, 27, 29, 16, 1, 3
2015/5/3, 76, , 21, 19, 1, 4
2015/5/5, 80, 15, 37, 24, 2, 8
2015/5/6, 53, 17, 22, 13, 2, 8
2015/5/7, 49, 19, 35, 20, 2, 5
2015/5/8, 41, 19, 26, 21, 1, 6
2015/5/9, 53, 18, 18, 12, 2, 7
2015/5/10, 59, , 28, 12, 2, 7
2015/5/11, 26, 22, 33, 19, 3, 8
2015/5/12, 58, , 31, 8, 2, 8
2015/5/14, 41, 20, 37, 13, 1, 9
2015/5/15, 55, , 26, 16, , 8
2015/5/17, 34, 11, 37, 12, 1, 7
2015/5/18, 35, 25, 29, 26, 4, 8
2015/5/19, 64, 19, 43, 29, 3, 10
2015/5/20, 91, , 42, 25, 1, 8
2015/5/22, 39, 27, 39, 21, 2, 5
2015/5/23, 73, 20, 36, 14, 1, 6
2015/5/24, 63, 28, 17, 13, 1, 5
2015/5/25, 72, 19, 14, 17, 1, 3
2015/5/26, 56, 7, 31, 13, 18, 6
2015/5/27, 21, 11, 26, 13, 1, 3
2015/5/28, 27, 27, 15, 18, 3, 3
2015/5/29, 62, 17, 44, 14, 1, 4
2015/5/30, 49, 8, 42, 7, 1, 4
2015/5/31, 27, 21, 40, 18, 3, 3
2015/6/1, 51, 14, 43, 14, 6, 5
2015/6/2, 32, 19, 39, 12, 4, 4
2015/6/3, 32, 9, 46, 8, 2, 4
2015/6/4, 23, 5, 31, 9, 1, 4
2015/6/5, 19, 15, 46, 14, 1, 3
2015/6/6, 27, 20, 22, 12, 1, 3
2015/6/7, 52, 23, 32, 15, 4, 3
2015/6/8, 30, , 41, 19, 4, 4
2015/6/10, 43, , 14, 25, 3, 4
2015/6/12, 50, 14, 39, 13, 2, 6
2015/6/13, 52, 17, 39, 11, 6, 3
2015/6/14, 52, 22, 36, 28, 1, 3
2015/6/15, 66, 12, 23, 11, 4, 6
2015/6/16, 22, 12, 37, 14, 2, 3
2015/6/17, 27, , 27, 17, 4, 4
2015/6/18, 37, 19, 35, 10, 6, 4
2015/6/19, 67, 10, 23, 11, 5, 4
2015/6/20, 32, 10, 15, 6, , 4
2015/6/21, 39, 11, 28, 11, 1, 4
2015/6/22, 43, 11, 32, 13, 2, 4
2015/6/23, 38, 11, 24, 10, 2, 6
2015/6/24, 34, 11, 24, 10, 2, 5
2015/6/25, 31, 21, 26, 15, 2, 3
2015/6/26, 54, 33, 29, 12, , 3
2015/6/27, 102, 15, 18, 18, 2, 3
2015/6/28, 44, 19, 33, 11, 1, 4
2015/6/29, 62, 14, 24, 15, 1, 3
2015/6/30, 39, 10, 40, 17, 5, 3
2015/1/2, 72, , 17, 12, 6, 5
2015/1/5, 50, , 20, 6, 3, 6
2015/1/7, 93, 53, 13, 19, 16, 8
2015/1/8, 112, 15, , 30, 2, 9
2015/1/9, 57, 10, 28, 8, 7, 3
2015/1/10, 42, 12, 35, 6, 4, 3
2015/1/11, 41, , 29, 2, 1, 4
2015/1/13, 39, 11, 19, 9, 3, 4
2015/1/14, 45, 16, 22, 11, 6, 5
2015/1/15, 58, 22, 13, 14, 2, 5
2015/1/16, 111, , 14, 19, 4, 7
2015/1/17, 95, 47, 11, 22, 6, 8
2015/1/18, 130, , , 21, , 5
2015/1/22, 115, 17, 12, 8, 2, 
2015/1/23, 62, , 4, 7, 2, 6
2015/1/26, 89, 32, 16, 26, 4, 8
2015/1/27, 97, 26, 13, 27, 8, 10
2015/1/28, 83, , 19, 10, 6, 7
2015/1/30, 119, 31, 15, 17, 4, 8
2015/1/31, 97, 29, 15, 14, 3, 6
2015/2/1, 90, 52, 15, 18, 3, 5
2015/2/2, 154, , 12, 45, 8, 8
2015/2/3, 167, 33, 13, 40, 10, 8
2015/2/4, 122, 71, 9, 24, 10, 7
2015/2/5, 156, 32, 10, 14, 7, 15
2015/2/6, 93, , 22, 9, 4, 6
2015/2/8, 36, 20, 34, 12, 1, 3
2015/2/9, 67, , 22, 5, 3, 9
2015/2/11, 63, , 21, 11, 3, 6
2015/2/13, 154, , , 40, , 9
2015/2/16, 43, 27, 27, 4, 5, 2
2015/2/17, 67, 41, 28, 5, 3, 2
2015/2/18, 116, 44, 16, 12, 4, 8
2015/2/19, 118, 49, 16, 13, 4, 7
2015/2/20, 138, 42, 7, 13, 5, 5
2015/2/21, 123, , 26, 15, 8, 4
2015/2/25, 140, 39, 13, 34, 8, 
2015/2/26, 114, 31, 19, 23, 3, 1
2015/2/27, 108, 63, 9, 33, 5, 
2015/2/28, 148, 38, 12, 40, 5, 1
2015/3/1, 119, 16, 21, 36, 3, 1
2015/3/2, 59, 12, 17, 17, 1, 3
2015/3/3, 58, 18, 25, 9, 4, 1
2015/3/4, 63, 35, 23, 7, 2, 
2015/3/5, 96, 33, 15, 16, 4, 
2015/3/6, 92, 31, 20, 9, 3, 
2015/3/7, 94, 57, 19, 8, 2, 1
2015/3/8, 153, 22, , 26, , 7
2015/3/9, 66, 64, 33, 13, 4, 2
2015/3/10, 144, 72, 35, 20, 7, 10
2015/3/11, 147, , 21, 27, 2, 15
2015/3/13, 44, 16, 9, 10, 1, 6
2015/3/14, 56, 16, 14, 5, 2, 
2015/3/15, 57, 27, , 3, 1, 9
2015/3/16, 72, 28, 24, 5, 1, 5
2015/3/17, 76, , 27, 9, 4, 4
2015/3/19, 116, 73, 20, 20, 2, 3
2015/3/20, 149, , 30, 21, 6, 1
2015/3/22, 44, , 31, 3, 2, 2
2015/3/25, 136, 59, 42, 10, 5, 1
2015/3/26, 150, 42, 24, 14, 6, 1
2015/3/27, 111, , 5, 10, 3, 3
2015/3/29, 89, , 29, 6, 2, 
2015/3/31, 30, , 22, 7, 2, 1
2014/10/7, 89, 32, 19, 19, 4, 9
2014/10/8, 80, , 19, 21, 2, 10
2014/10/14, 88, 18, 17, 13, 3, 8
2014/10/15, 73, , 12, 13, 1, 11
2014/10/16, 62, 39, 10, 24, 2, 15
2014/10/17, 87, 21, 6, 7, 1, 9
2014/10/18, 66, 22, 26, 7, 1, 7
2014/10/19, 71, 8, 20, 5, , 5
2014/10/20, 29, , 19, 5, 3, 1
2014/10/23, 56, 14, 23, 9, , 2
2014/10/24, 47, , 15, 16, 8, 5
2014/10/27, 121, 40, 22, 27, 5, 9
2014/10/28, 108, 33, 23, 26, 5, 8
2014/10/29, 90, 60, 7, 18, 2, 8
2014/10/30, 158, , 11, 17, , 6
2014/11/2, 129, 26, 17, 19, 1, 10
2014/11/3, 76, 35, 13, 24, 3, 11
2014/11/4, 82, 25, 22, 14, 2, 10
2014/11/5, 71, 34, 19, 19, 3, 9
2014/11/6, 88, 41, 10, 21, 2, 12
2014/11/7, 112, 21, 9, 15, 3, 12
2014/11/8, 70, 15, 9, 11, , 11
2014/11/9, 53, 34, 10, 18, 1, 13
2014/11/10, 95, 37, 9, 13, 2, 13
2014/11/11, 100, 35, 10, 11, 3, 9
2014/11/12, 99, 38, 12, 9, 4, 2
2014/11/13, 107, 35, 17, 13, , 7
2014/11/14, 94, 34, 10, 7, 3, 3
2014/11/15, 96, , , , , 
2014/11/17, 66, 18, 5, 3, 1, 5
2014/11/18, 58, , , , , 
2014/11/21, 85, , , , , 
2014/11/23, 93, 20, 16, 7, , 9
2014/11/24, 66, 32, 6, 24, 3, 19
2014/11/25, 89, 33, 4, 17, 5, 16
2014/11/26, 97, 41, , 20, , 20
2014/11/27, 119, 25, 15, 15, 1, 19
2014/11/28, 78, 38, 11, 14, , 19
2014/11/29, 106, 35, 8, 12, 2, 17
2014/11/30, 102, 25, 22, 14, 2, 15
2014/12/1, 77, 28, 21, 17, 3, 10
2014/12/2, 87, 32, 14, 23, 9, 8
2014/12/3, 97, 48, 10, 18, 3, 10
2014/12/4, 131, 37, , 17, , 8
2014/12/5, 106, 24, , 13, 16, 4
2014/12/6, 72, , , 13, 7, 
2014/12/7, 189, , 10, 6, 2, 6
2014/12/9, 109, 72, , 26, 5, 11
2014/12/10, 165, 35, 7, 17, 4, 6
2014/12/11, 104, 28, , 18, 8, 3
2014/12/12, 75, 17, 20, 14, 4, 3
2014/12/13, 50, 38, 4, 23, 7, 7
2014/12/14, 107, 49, 6, 16, 3, 7
2014/12/15, 134, 44, 8, 13, 1, 8
2014/12/16, 124, 21, 10, 13, 5, 3
2014/12/17, 66, 37, 10, 18, 4, 5
2014/12/18, 105, 15, 9, 10, 5, 4
2014/12/19, 56, 6, 29, 8, 2, 3
2014/12/20, 26, , , 4, 7, 2
2014/12/22, 27, , , 6, 4, 3
2014/12/25, 28, 11, 17, 8, 1, 4
2014/12/26, 46, 25, 13, 14, 11, 5
2014/12/27, 89, , , 25, , 5
2014/7/1, 53, , 41, 16, , 4
2014/7/2, 41, , 15, 16, 2, 3
2014/7/3, 99, , , 39, 1, 6
2014/7/5, 71, 19, 45, 4, 2, 
2014/7/6, 56, , , , , 
2014/7/9, 54, 23, 22, 4, , 4
2014/7/10, 60, , 23, 1, 1, 
2014/7/11, 25, , , , , 
2014/7/14, 44, , , , , 
2014/7/17, 50, 32, , 18, 1, 7
2014/7/18, 57, , , 6, 1, 
2014/7/21, 33, , , , , 
2014/7/24, 56, 19, 17, 3, 1, 5
2014/7/25, 55, 18, 45, 3, 2, 
2014/7/26, 47, 28, 30, 5, 2, 
2014/7/27, 68, , , , , 
2014/7/31, 60, 12, 23, 22, 1, 8
2014/8/1, 40, , 11, 22, , 8
2014/8/3, 53, 30, 62, 19, 1, 7
2014/8/4, 63, 17, 14, 15, , 7
2014/8/6, 22, 12, 46, 29, , 10
2014/8/7, 30, , 37, 34, , 10
2014/8/12, 52, 15, 11, 27, 1, 10
2014/8/13, 42, 10, 22, 12, , 7
2014/8/14, 30, 17, 17, 12, 2, 7
2014/8/15, 53, , , 13, , 8
2014/8/18, 30, 10, 26, 13, 1, 7
2014/8/20, 37, 20, 23, 28, 1, 9
2014/8/21, 53, 14, 36, 18, 2, 9
2014/8/22, 43, 14, 43, 15, 1, 9
2014/8/23, 41, 22, 29, 18, 1, 9
2014/8/24, 67, 9, 28, 11, 3, 7
2014/8/25, 25, 13, 19, 18, 1, 7
2014/8/26, 44, 14, 25, 16, 2, 5
2014/8/27, 44, 9, 28, 16, 5, 3
2014/8/28, 31, 9, 38, 23, , 5
2014/8/29, 31, 20, 37, 14, 1, 3
2014/8/30, 57, 17, 29, 15, 1, 3
2014/8/31, 57, 18, 14, 14, 1, 4
2014/9/1, 58, 8, 26, 13, 1, 4
2014/9/2, 30, 13, 27, 11, 2, 5
2014/9/3, 35, 11, 29, 15, 6, 5
2014/9/4, 34, 29, 33, 19, 2, 6
2014/9/5, 53, 20, 40, 26, 2, 6
2014/9/6, 86, 23, 42, 23, 1, 6
2014/9/7, 75, 24, 48, 13, 1, 5
2014/9/8, 60, 26, 25, 16, 1, 7
2014/9/9, 72, 43, 2, 17, 3, 6
2014/9/10, 89, , 12, 26, 1, 8
2014/9/12, 62, 23, 35, 19, 2, 7
2014/9/13, 56, , 18, 20, , 7
2014/9/16, 41, 17, 30, 14, , 5
2014/9/17, 43, 22, 37, 28, 5, 8
2014/9/18, 52, 36, , 26, 3, 8
2014/9/19, 74, 39, 30, 21, 2, 7
2014/9/20, 96, , 14, 11, 2, 7
2014/9/21, 102, 16, , 10, , 4
2014/9/22, 52, 15, 22, 11, 2, 4
2014/9/23, 56, 11, 24, 11, 1, 5
2014/9/24, 36, 15, 14, 14, 3, 5
2014/9/25, 56, 33, 21, 16, 3, 6
2014/9/26, 75, 20, 24, 9, 2, 5
2014/9/27, 62, 15, 27, 5, 1, 3
2014/9/28, 49, 53, 19, 23, 5, 7
2014/9/29, 103, 78, 1, 33, 4, 10
2014/9/30, 148, , , , , 
2014/4/1, 47, 14, 31, 20, 2, 6
2014/4/2, 128, 36, 33, 20, 6, 7
2014/4/3, 73, 29, 19, 36, 4, 8
2014/4/4, 79, 35, 37, 20, 2, 5
2014/4/5, 33, 26, 33, 18, 5, 5
2014/4/6, 62, 22, 32, 18, 11, 5
2014/4/8, 72, 17, 27, 12, 2, 4
2014/4/9, 57, 19, 29, 12, 1, 5
2014/4/10, 54, 30, 18, 29, 10, 8
2014/4/11, 87, 49, 10, 30, 3, 10
2014/4/12, 126, 31, 33, 15, 2, 7
2014/4/13, 91, 20, 24, 12, 1, 7
2014/4/14, 66, 9, 27, 21, 19, 7
2014/4/16, 65, 24, 32, 23, 1, 8
2014/4/17, 67, 91, 16, 36, 3, 12
2014/4/18, 180, 29, 41, 14, 1, 8
2014/4/19, 69, 17, 30, 10, , 7
2014/4/21, 58, 21, 20, 31, 1, 10
2014/4/22, 60, 14, 40, 25, , 6
2014/4/23, 48, 25, 8, 8, , 8
2014/4/24, 49, 19, 28, 11, , 8
2014/4/25, 44, 19, 29, 4, , 3
2014/4/26, 69, 16, , 8, 1, 3
2014/4/27, 57, 20, 23, 17, 1, 11
2014/4/28, 62, 26, 15, 34, 1, 8
2014/4/29, 76, 54, 22, 41, 1, 7
2014/4/30, 102, 35, 37, 21, 1, 4
2014/5/1, 81, 12, , 13, , 3
2014/5/2, 40, 8, , 13, , 3
2014/5/3, 28, , 37, 16, , 3
2014/5/6, 26, 23, 31, 22, 3, 4
2014/5/7, 62, , 36, 9, , 4
2014/5/8, 58, 15, 14, 16, 1, 5
